ParentLocation,Location,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh
Europe,Republic of Moldova,15.67,11.66,20.64
Europe,Cyprus,15.74,13.18,18.47
Europe,Netherlands (Kingdom of the),15.75,15.2,16.38
Africa,United Republic of Tanzania,15.8,10.52,22.83
Africa,Mozambique,15.83,7.83,26.06
Europe,Belarus,15.85,13.26,18.08
Americas,Paraguay,15.89,11.97,23.19
Africa,Eswatini,15.93,10.97,22.05
Africa,Mozambique,15.96,8.29,25.61
Europe,Austria,15.99,15.59,16.49
Africa,United Republic of Tanzania,16.06,11.35,23.57
Europe,Belgium,16.08,15.28,16.86
Americas,Paraguay,16.09,11.87,22.94
Europe,Netherlands (Kingdom of the),16.09,15.62,16.56
Africa,Seychelles,16.11,11.58,21.82
Americas,Brazil,16.11,14.68,18.33
Europe,Germany,16.11,15.81,16.39
Europe,Republic of Moldova,16.12,12.13,21.51
Europe,France,16.12,15.82,16.5
Europe,Ukraine,16.15,11.67,22.51
Americas,Jamaica,16.15,13.88,18.5
Africa,United Republic of Tanzania,16.25,10.7,24.63
Europe,Belgium,16.29,15.74,16.88
Africa,Mozambique,16.31,8.53,26.08
Europe,Malta,16.46,15.14,18.27
Europe,Malta,16.48,15.15,18.28
Africa,Madagascar,16.53,10.97,24.86
Western Pacific,Singapore,16.54,13.08,21.93
Western Pacific,Singapore,16.54,13.08,21.93
Western Pacific,Singapore,16.54,13.08,21.93
Europe,Ukraine,16.55,12.42,22.74
Western Pacific,Malaysia,16.55,14.22,18.62
Africa,Zambia,16.59,7.7,31.17
Africa,South Africa,16.65,14.95,18.75
Europe,Malta,16.66,15.46,18.45
Americas,Colombia,16.7,13.84,20.22
Americas,Colombia,16.73,13.92,19.61
Americas,Ecuador,16.74,13.78,20.07
Europe,Belgium,16.76,16.21,17.3
Africa,Seychelles,16.79,12.1,22.58
Americas,Ecuador,16.79,13.67,20.22
Western Pacific,Cambodia,16.89,14.9,19.32
Americas,Paraguay,16.93,12.94,23.29
Western Pacific,Cambodia,16.97,14.93,19.67
Europe,Greece,17.05,14.98,19.33
Africa,Lesotho,17.09,11.41,25.39
Americas,Ecuador,17.1,14.51,19.9
Americas,Paraguay,17.23,13.22,23.3
Africa,Madagascar,17.24,11.45,26.19
Africa,Seychelles,17.27,12.36,23.26
Africa,Seychelles,17.27,12.36,23.26
Europe,Republic of Moldova,17.29,12.56,23.08
Europe,Belarus,17.29,14.84,19.71
Europe,Germany,17.29,17,17.65
Western Pacific,Cambodia,17.31,15.23,19.93
Europe,France,17.31,16.88,17.83
Africa,Zambia,17.33,7.71,32.7
Europe,Austria,17.35,16.91,17.99
Europe,Romania,17.39,16.49,18.25
Africa,Mozambique,17.41,9.9,27.79
Americas,Ecuador,17.42,15.13,19.83
South-East Asia,Indonesia,17.53,14.18,22.25
Europe,Cyprus,17.55,15.36,20.27
Western Pacific,Viet Nam,17.57,13.81,20.63
Europe,Cyprus,17.57,15.57,19.51
Africa,Lesotho,17.64,12.01,26.64
Europe,Italy,17.72,17.33,18.11
Africa,Zambia,17.73,7.44,32.93
Africa,Lesotho,17.74,12.11,26.82
Americas,Ecuador,17.76,15.82,19.89
Europe,Ukraine,17.77,13.36,25.01
Europe,Belgium,17.81,17.29,18.32
Western Pacific,Cambodia,17.84,15.64,20.51
Americas,Colombia,17.85,15.14,20.73
Europe,Latvia,17.9,16.36,20.17
Americas,Costa Rica,17.94,14.54,22.28
South-East Asia,Indonesia,17.95,14.44,21.95
Europe,Romania,18,17.1,18.81
Europe,Belarus,18.1,15.67,20.39
Americas,Cuba,18.23,13.43,24.96
Africa,Mozambique,18.49,10.69,29.94
Africa,Malawi,18.49,6.14,37.91
Americas,Costa Rica,18.54,15.66,22.37
Europe,Ukraine,18.59,14.04,26.36
Africa,South Africa,18.67,17.46,20.55
Europe,Romania,18.68,17.97,19.28
Europe,Austria,18.7,17.94,19.82
Europe,Cyprus,18.76,17.13,20.33
Africa,Malawi,18.78,6.14,37.95
Africa,Lesotho,18.84,13.13,28.97
Africa,Malawi,18.85,6.25,38.94
Africa,Madagascar,18.86,13.15,27.29
South-East Asia,Bhutan,18.93,16.5,21.77
South-East Asia,Bhutan,18.93,16.5,21.77
South-East Asia,Timor-Leste,19.08,7.68,37.37
South-East Asia,Indonesia,19.12,15.79,23.06
Americas,Costa Rica,19.18,16.52,22.59
Americas,Colombia,19.18,16.68,21.82
Europe,Hungary,19.22,17.89,20.61
Western Pacific,Cambodia,19.25,16.37,22.53
Africa,Zambia,19.25,7.79,41.26
Eastern Mediterranean,Djibouti,19.29,7.49,40.64
Europe,Greece,19.35,16.9,21.69
Western Pacific,Philippines,19.38,14.63,24.92
Europe,Greece,19.55,18.05,21.01
South-East Asia,Timor-Leste,19.57,8.09,39.37
Europe,Czechia,19.58,18.87,20.36
Western Pacific,Lao People's Democratic Republic,19.6,15.01,24.4
Europe,Slovenia,19.63,18.15,21.05
South-East Asia,Timor-Leste,19.63,8.14,41.27
Americas,Costa Rica,19.7,17.23,22.96
Europe,Cyprus,19.79,18.5,21.07
South-East Asia,Indonesia,19.86,16.64,24.58
Africa,Zambia,19.87,7.67,44.25
Europe,Latvia,19.94,18.31,22.34
Europe,Hungary,20.06,18.8,21.6
Europe,Romania,20.1,19.31,20.77
Americas,Nicaragua,20.19,14.2,27.92
Western Pacific,Lao People's Democratic Republic,20.19,15.66,25.19
Americas,Venezuela (Bolivarian Republic of),20.21,14.4,27.88
Europe,Belarus,20.21,17.48,23.34
Americas,Mexico,20.22,17.58,23.8
Americas,Costa Rica,20.24,17.88,23
Europe,Italy,20.28,19.74,20.66
Europe,Hungary,20.29,19.03,21.57
Western Pacific,Malaysia,20.3,17.86,23.01
Americas,Colombia,20.38,17.81,22.89
Americas,Venezuela (Bolivarian Republic of),20.43,14.38,28.44
Africa,Malawi,20.44,6.57,43.6
Africa,South Africa,20.46,18.66,22.42
Europe,Slovenia,20.52,19.39,21.58
Europe,Slovenia,20.55,19.51,21.7
Europe,Belarus,20.62,17.85,23.83
Western Pacific,Viet Nam,20.67,16.31,24.56
Africa,Algeria,20.68,13.42,32.34
Americas,Chile,20.69,18.47,23.52
Americas,Venezuela (Bolivarian Republic of),20.71,15.08,27.27
Europe,Italy,20.73,20.32,21.04
South-East Asia,Timor-Leste,20.73,8.6,44.09
Eastern Mediterranean,Djibouti,20.78,7.56,44.61
Europe,Greece,20.8,19.66,21.98
Europe,Czechia,20.8,20.2,21.4
Eastern Mediterranean,Djibouti,20.83,7.69,44.31
Africa,Lesotho,20.88,14.4,31.96
Western Pacific,Viet Nam,20.88,15.39,25.92
Americas,Nicaragua,20.95,14.88,29.14
Eastern Mediterranean,Djibouti,21,7.84,43.45
Western Pacific,Malaysia,21.04,18.49,23.79
Western Pacific,Philippines,21.11,16.78,26.02
Europe,Hungary,21.11,19.9,22.31
Africa,Malawi,21.16,6.64,46.06
Eastern Mediterranean,Djibouti,21.23,7.87,43.92
South-East Asia,Timor-Leste,21.23,8.72,45.65
Americas,Venezuela (Bolivarian Republic of),21.28,16.2,27.57
Americas,Nicaragua,21.31,15.48,30.22
Europe,Slovenia,21.33,20.27,22.38
South-East Asia,Indonesia,21.38,18.1,26.1
Americas,Chile,21.41,19.2,23.7
Africa,Algeria,21.43,13.98,32.79
Europe,Greece,21.5,20.49,22.64
Europe,Italy,21.5,21.06,21.83
Africa,Ethiopia,21.52,12.11,32.06
Africa,Madagascar,21.53,15.11,31.17
Africa,Algeria,21.56,14.03,33.06
Americas,Venezuela (Bolivarian Republic of),21.58,16.52,28.24
Europe,Czechia,21.59,20.98,22.27
Europe,Israel,21.63,18.57,25.58
Europe,Romania,21.65,20.79,22.44
Europe,Czechia,21.68,21.07,22.31
Americas,Mexico,21.73,19.42,24.48
Africa,South Sudan,21.76,10.96,42.21
Africa,Algeria,21.78,14,34.19
Europe,Croatia,21.82,20.03,23.85
Africa,South Sudan,21.83,11,42.27
Europe,Czechia,21.86,20.94,22.8
Western Pacific,Viet Nam,21.88,17.16,26.18
Americas,Nicaragua,21.93,15.54,30.79
Europe,Croatia,21.95,20.36,23.83
Africa,Gabon,21.97,6.25,60.92
Eastern Mediterranean,Lebanon,21.98,16.03,29.52
Europe,Slovakia,22.06,20.88,23.31
Europe,Croatia,22.07,20.49,23.67
Africa,Algeria,22.08,14.33,33.19
Western Pacific,Lao People's Democratic Republic,22.11,16.81,27.85
Western Pacific,Philippines,22.13,18.16,26.56
Eastern Mediterranean,Sudan,22.19,10.57,40.68
Africa,South Sudan,22.22,11.15,43.46
South-East Asia,Sri Lanka,22.27,16.68,29.9
Africa,South Africa,22.29,19.54,24.52
Europe,Croatia,22.33,20.85,24.1
Europe,Albania,22.34,19.81,25.13
Americas,Nicaragua,22.37,15.51,31.29
Africa,Ethiopia,22.38,13.07,33.97
Europe,Israel,22.46,20.7,23.94
Africa,Eritrea,22.47,8.94,47.79
South-East Asia,Sri Lanka,22.48,16.01,30.75
Americas,Chile,22.5,20.32,24.73
Eastern Mediterranean,Sudan,22.61,11.19,41.83
Europe,Slovakia,22.66,21.6,23.73
Africa,Ethiopia,22.72,13.36,34.15
Africa,Eritrea,22.72,9.04,49.28
Africa,South Sudan,22.74,10.9,43.28
Europe,Croatia,22.77,21.04,24.43
Eastern Mediterranean,Lebanon,22.84,16.43,31.93
Europe,Italy,22.85,22.44,23.2
Europe,Hungary,22.92,21.68,24.34
Western Pacific,Viet Nam,22.99,18.93,26.96
Europe,Albania,23,20.57,25.75
Europe,Türkiye,23.01,21.28,24.37
Europe,Slovakia,23.01,21.83,24.05
Africa,South Sudan,23.08,10.74,43.16
Europe,Türkiye,23.1,21.31,24.7
Western Pacific,Malaysia,23.2,20.42,26.31
South-East Asia,Sri Lanka,23.21,17.2,31.34
Western Pacific,Lao People's Democratic Republic,23.21,18.18,29.2
Africa,Congo,23.21,6.58,72
Europe,Bulgaria,23.22,21.88,24.61
Europe,Slovakia,23.22,22.16,24.05
Europe,Türkiye,23.28,21.87,24.62
Europe,Georgia,23.29,16.9,31.52
Eastern Mediterranean,Lebanon,23.34,17.49,30.93
Eastern Mediterranean,Syrian Arab Republic,23.35,18.84,28.68
Europe,Albania,23.38,20.55,26.56
Europe,Albania,23.39,21.23,25.95
Eastern Mediterranean,Sudan,23.4,11.32,43.86
Europe,Albania,23.41,21.01,26.05
Europe,Slovenia,23.41,21.26,25.65
Africa,Ethiopia,23.42,14.24,34.63
Eastern Mediterranean,Lebanon,23.47,17.64,31.05
Europe,Türkiye,23.47,22.21,24.8
South-East Asia,Thailand,23.51,19.86,26.53
Americas,Mexico,23.53,21.43,25.98
Eastern Mediterranean,Jordan,23.54,19.5,27.42
Africa,Eritrea,23.57,9.39,54.27
Europe,Türkiye,23.66,22.42,25.1
Europe,Israel,23.71,22.18,25.22
Eastern Mediterranean,Lebanon,23.77,18.31,30.32
Europe,Slovakia,23.77,22.16,25.68
Africa,Angola,23.82,6.27,61.24
South-East Asia,Thailand,23.9,21.49,26.95
Europe,Israel,23.93,22.41,25.39
Africa,Eritrea,23.94,9.34,56.72
Western Pacific,Philippines,23.97,20.56,28.1
Africa,Ethiopia,23.98,14.74,35.52
Western Pacific,Lao People's Democratic Republic,24.01,18.13,30.46
Eastern Mediterranean,Tunisia,24.03,16,33.67
South-East Asia,Sri Lanka,24.11,18.61,32.15
South-East Asia,Thailand,24.16,21.27,27.06
Americas,Honduras,24.29,17.44,32.72
Europe,Bulgaria,24.29,23.14,25.55
Americas,Chile,24.31,22.09,26.23
Americas,Mexico,24.35,22.29,26.64
Africa,Eritrea,24.38,9.35,59.74
Eastern Mediterranean,Tunisia,24.48,16.06,35.12
Eastern Mediterranean,Jordan,24.5,21.61,27.45
South-East Asia,Sri Lanka,24.58,19.03,32.49
Eastern Mediterranean,Syrian Arab Republic,24.58,19.43,30.82
Eastern Mediterranean,Sudan,24.62,12.13,46.72
Eastern Mediterranean,Syrian Arab Republic,24.62,20.37,29.69
Eastern Mediterranean,Jordan,24.63,21.85,27.88
Eastern Mediterranean,Syrian Arab Republic,24.65,19.69,30.37
Africa,Angola,24.67,6.18,67.99
Africa,Equatorial Guinea,24.69,6.06,69.13
Americas,Honduras,24.7,17.48,32.54
Europe,Poland,24.71,23.98,25.52
Western Pacific,Malaysia,24.83,21.52,28.17
Americas,Chile,24.84,22.61,26.82
Americas,Honduras,24.88,17.27,32.77
Africa,Equatorial Guinea,24.93,6.06,68.34
Eastern Mediterranean,Jordan,24.97,22.51,28.04
South-East Asia,Thailand,25.02,22.55,27.99
Americas,Bolivia (Plurinational State of),25.06,17.16,34.55
Europe,Montenegro,25.11,22.9,28.6
Europe,Montenegro,25.15,23.03,28.31
Africa,Angola,25.15,5.75,76.4
Americas,Bolivia (Plurinational State of),25.17,17.52,35.65
Europe,Israel,25.19,23.75,26.95
Western Pacific,Philippines,25.2,22.04,28.84
Americas,Mexico,25.22,23.28,27.47
Americas,Honduras,25.28,17.67,33.89
Americas,Guatemala,25.28,18.94,34.22
Eastern Mediterranean,Jordan,25.34,19.09,33.45
Africa,Gabon,25.37,6.5,77.25
Europe,Georgia,25.46,18.59,34.54
Europe,Montenegro,25.51,22.64,27.85
Eastern Mediterranean,Tunisia,25.54,17.39,35.87
Eastern Mediterranean,Sudan,25.59,12.47,49.84
Americas,Honduras,25.69,17.8,35.12
Americas,Bolivia (Plurinational State of),25.83,18.18,35.97
South-East Asia,Thailand,25.87,23.16,28.84
Africa,Equatorial Guinea,25.88,5.88,68.97
Eastern Mediterranean,Syrian Arab Republic,25.93,20.38,32.44
Europe,Bulgaria,25.93,24.57,27.61
Europe,Georgia,25.98,19.48,33.98
Americas,El Salvador,26.26,17.77,37.91
Europe,Bulgaria,26.26,25.13,27.48
Africa,Burundi,26.27,10.41,57.2
Americas,Peru,26.3,17.35,35.94
South-East Asia,Myanmar,26.3,22.06,31.34
Eastern Mediterranean,Tunisia,26.38,18.43,36.97
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",26.42,20.01,33.62
Africa,Equatorial Guinea,26.49,5.59,70.62
Eastern Mediterranean,Libya,26.51,11.1,45.14
Eastern Mediterranean,Libya,26.62,10.58,45.88
Europe,Bulgaria,26.63,25.37,27.86
South-East Asia,Myanmar,26.64,22.32,31.81
Eastern Mediterranean,Libya,26.73,10.23,46.61
Africa,Central African Republic,26.73,6.04,71.12
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",26.75,19.41,35.42
Americas,Guatemala,26.85,20.11,37.59
South-East Asia,Myanmar,26.91,22.3,32.23
Western Pacific,Republic of Korea,27.01,25.96,27.93
Europe,Poland,27.02,26.38,27.56
Europe,Montenegro,27.21,24.31,31.38
Americas,Peru,27.32,19.69,37.93
Americas,Guatemala,27.38,21.7,36.22
Africa,Cabo Verde,27.39,14.23,50.45
South-East Asia,Myanmar,27.41,22.77,32.79
Americas,El Salvador,27.46,17.95,39.65
Americas,Bolivia (Plurinational State of),27.46,20.11,35.94
Africa,Angola,27.61,5.44,96.31
Eastern Mediterranean,Tunisia,27.66,19.82,37.63
Africa,Burundi,27.7,10.77,60.31
South-East Asia,Myanmar,27.74,22.82,33.16
Europe,Montenegro,27.77,24.54,32.21
Africa,Burundi,27.78,10.65,60.77
Americas,Bolivia (Plurinational State of),28,20.79,36.36
Africa,Burundi,28.03,10.8,61.03
Europe,Poland,28.08,27.4,28.84
Africa,Central African Republic,28.1,6.05,74.84
Africa,Equatorial Guinea,28.24,5.2,76.61
Americas,El Salvador,28.31,18.74,40.86
Africa,Angola,28.33,5.35,102.5
Europe,Georgia,28.47,21.87,37.91
Americas,Peru,28.47,22.38,35.97
Africa,Burundi,28.48,10.79,61.48
Africa,Gabon,28.54,6.29,93.32
Africa,Sao Tome and Principe,28.56,15.6,48.97
Africa,Central African Republic,28.59,6.1,80.24
Eastern Mediterranean,Libya,28.6,14.44,48.9
Europe,Poland,28.7,28.01,29.34
Americas,Guatemala,28.73,23.27,37.64
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",28.77,20.74,38.89
Eastern Mediterranean,Iran (Islamic Republic of),28.98,25.17,32.36
Americas,El Salvador,29.06,19.1,41.84
Eastern Mediterranean,Libya,29.08,14.61,50
South-East Asia,Bhutan,29.09,26.08,32.08
Africa,Democratic Republic of the Congo,29.21,6.8,88.08
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",29.31,20.88,40.19
Eastern Mediterranean,Iran (Islamic Republic of),29.32,25.68,33.29
Western Pacific,Republic of Korea,29.35,28.39,30.2
Europe,Poland,29.42,28.63,30.28
South-East Asia,Bhutan,29.45,26.35,32.52
Europe,Serbia,29.45,27.01,31.67
Eastern Mediterranean,Iran (Islamic Republic of),29.61,25.96,33.13
Europe,Georgia,29.69,23.16,39.2
Western Pacific,Republic of Korea,29.7,28.61,30.59
Western Pacific,Republic of Korea,29.79,28.77,30.67
Africa,Uganda,29.81,18.08,46.01
Western Pacific,Republic of Korea,30.17,29,31.44
Africa,Uganda,30.39,18.32,48.15
Americas,El Salvador,30.47,20.12,44.05
Americas,Peru,30.5,26.34,35.82
Africa,Congo,30.5,6.67,110.2
Africa,Benin,30.52,20.11,45.37
Africa,Liberia,30.55,16.78,54.96
Europe,Serbia,30.68,28.41,32.68
Africa,Sao Tome and Principe,30.7,16.08,52.29
Europe,Serbia,30.77,28.88,32.59
Americas,Guatemala,30.81,26.51,37.33
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",31.02,21.7,44.33
Africa,Cabo Verde,31.06,16.52,56.59
Europe,Kazakhstan,31.14,21.82,45.56
Africa,Gabon,31.23,5.91,109.3
Africa,Benin,31.24,18.25,52.57
Americas,Peru,31.24,27.64,35.75
Eastern Mediterranean,Iran (Islamic Republic of),31.33,27.22,35.31
Africa,Benin,31.37,20.35,47.17
Africa,Liberia,31.42,16.96,54.58
Africa,Uganda,31.49,19.88,47.36
Africa,Guinea-Bissau,31.5,16.27,57.16
Africa,Benin,31.51,22.12,44.95
Europe,Serbia,31.53,29.55,33.54
Africa,Democratic Republic of the Congo,31.62,7.07,100.1
Africa,Gabon,32.05,5.77,114.4
Europe,Serbia,32.13,29.64,34.57
Africa,Cabo Verde,32.15,16.97,57.93
Europe,Azerbaijan,32.19,18.54,51.21
Africa,Benin,32.32,23.08,45.47
Africa,Uganda,32.39,20.74,48.51
Africa,Cabo Verde,32.52,17.28,58.42
Africa,Sao Tome and Principe,32.58,16.8,56.08
Eastern Mediterranean,Iran (Islamic Republic of),32.75,28.13,36.87
Africa,Cabo Verde,33.2,17.84,59.34
Europe,Azerbaijan,33.39,19.22,51.46
Africa,Liberia,33.44,17.31,58.85
Europe,North Macedonia,33.45,30.6,37.27
Europe,Bosnia and Herzegovina,33.48,30.79,37.01
Africa,Gambia,33.79,16.12,58.22
Europe,Azerbaijan,33.92,18.77,55.06
Africa,Guinea-Bissau,34.03,17.02,62.48
Africa,Democratic Republic of the Congo,34.03,7.29,102.8
Africa,Central African Republic,34.07,5.31,111.2
Africa,Guinea-Bissau,34.2,17.65,61.73
Africa,Togo,34.2,19.45,57.67
Africa,Guinea,34.3,18.94,61.76
Europe,North Macedonia,34.39,31.65,37.31
Africa,Rwanda,34.46,11.9,69.17
Africa,Gambia,34.48,16.95,58.77
Africa,Togo,34.52,18.31,60.65
Europe,Kazakhstan,34.57,24.3,49.06
Africa,Rwanda,34.67,12.03,68.69
Africa,Sierra Leone,34.71,16.37,63.49
Africa,Rwanda,34.81,11.89,70.35
Africa,Rwanda,34.85,11.96,70.1
Africa,Sao Tome and Principe,34.95,17.3,60.99
Europe,Turkmenistan,34.99,23.24,48.36
Africa,Congo,35.11,6.35,137.1
Africa,Sao Tome and Principe,35.17,17.17,61.58
Eastern Mediterranean,Oman,35.18,22.35,57.79
Africa,Mali,35.19,14.66,75.65
Africa,Senegal,35.19,17.84,56.09
Africa,Guinea,35.4,18.44,64.43
Africa,Mauritania,35.57,12.82,88.61
Eastern Mediterranean,Oman,35.63,21.2,59.41
Europe,Turkmenistan,35.64,25.01,48.73
Africa,Togo,35.82,21.15,58.43
Europe,Turkmenistan,35.85,22.58,54.63
Europe,Turkmenistan,35.89,21.74,55.69
Eastern Mediterranean,Oman,35.9,22.6,59.23
Africa,Sierra Leone,35.97,16.85,67.1
Europe,Azerbaijan,36.07,18.09,65.31
Europe,North Macedonia,36.52,34.13,39.84
Africa,Congo,36.52,6.18,150.8
Eastern Mediterranean,Iraq,36.57,28.55,47.17
Europe,Bosnia and Herzegovina,36.57,34.11,40.22
Africa,Mali,36.66,14.29,79.56
Africa,Cote d'Ivoire,36.7,20.78,64.56
Africa,Senegal,36.83,20.5,57.03
Africa,Guinea,36.86,21.62,70.39
Africa,Central African Republic,36.86,4.77,126.4
Eastern Mediterranean,Iraq,37.04,29.85,46.6
Africa,Rwanda,37.17,12.31,75.7
Africa,Democratic Republic of the Congo,37.17,7.46,127.3
Africa,Cote d'Ivoire,37.19,20.28,64.57
Africa,Sierra Leone,37.26,17.42,69.62
Eastern Mediterranean,Oman,37.34,21.59,62.46
Africa,Togo,37.42,23.56,56.54
Europe,Azerbaijan,37.44,17.37,71.78
Africa,Senegal,37.61,21.51,56.5
Africa,Gambia,37.63,20.1,62.94
Africa,Liberia,38.05,18.7,68.54
Europe,Turkmenistan,38.14,23.09,60.23
Africa,Mali,38.29,14.78,85.05
South-East Asia,Nepal,38.38,32.65,46.75
Africa,Burkina Faso,38.47,16.57,81.6
Eastern Mediterranean,Iraq,38.61,31.34,48.43
Africa,Democratic Republic of the Congo,38.61,7.08,142
Africa,Uganda,38.72,25.26,52.99
Europe,Armenia,38.72,26.97,58.9
Eastern Mediterranean,Oman,38.77,21.69,66.47
Africa,Guinea-Bissau,38.82,18.64,74.07
Africa,Togo,38.87,25.44,58.98
Africa,Burkina Faso,39,15.5,86.67
Africa,Congo,39.13,5.49,170.6
Africa,Mauritania,39.32,15.95,97.28
Africa,Liberia,39.46,19,73.43
South-East Asia,Nepal,39.48,34.36,46.97
Europe,Bosnia and Herzegovina,39.61,36.14,44.64
Eastern Mediterranean,Yemen,39.71,14.16,80.76
Africa,Gambia,39.71,22.32,66.76
Africa,Chad,39.9,21.67,66.62
Americas,Bahamas,4.59,3.41,6.3
Americas,Bahamas,4.92,3.06,8.17
Americas,Bahamas,4.92,3.5,7.48
Americas,Bahamas,4.92,3.51,7.3
Africa,Burkina Faso,40.39,16.23,90.25
Eastern Mediterranean,United Arab Emirates,40.53,33.16,50.37
Eastern Mediterranean,United Arab Emirates,40.54,33.9,49.99
Eastern Mediterranean,United Arab Emirates,40.55,34.65,49.79
South-East Asia,Nepal,40.55,34.79,47.62
South-East Asia,Nepal,40.65,35.78,47.38
Africa,Guinea,40.75,21.95,74.57
Africa,Cote d'Ivoire,40.75,22.65,69.71
South-East Asia,Nepal,40.79,36.35,47.34
Africa,Sierra Leone,40.99,18.65,78.99
Eastern Mediterranean,Yemen,41.03,14.2,83.84
Eastern Mediterranean,Yemen,41.17,13.46,86.42
Africa,Senegal,41.2,25.59,57.28
Africa,Mauritania,41.32,17.18,90.2
Africa,Guinea-Bissau,41.33,19.47,80.8
Europe,Bosnia and Herzegovina,41.37,38.6,45.37
Europe,Kazakhstan,41.55,30.54,57.56
Africa,Ghana,41.61,25.49,65.65
Eastern Mediterranean,Iraq,41.65,33.98,51.09
South-East Asia,Bangladesh,41.66,37.65,46.35
Africa,Gambia,41.69,23.76,72.33
Europe,North Macedonia,41.97,39.06,44.91
Africa,Chad,42.21,22.9,71.73
Eastern Mediterranean,Yemen,42.41,14.09,88.66
Western Pacific,China,43.01,37.77,49.83
Africa,Sierra Leone,43.08,19.48,86.49
Eastern Mediterranean,Yemen,43.18,14.55,90.99
Africa,Guinea,43.2,22.88,75.62
Africa,Senegal,43.27,27.91,57.85
Africa,Ghana,43.42,28.08,67.45
Eastern Mediterranean,United Arab Emirates,43.53,37.22,52.54
Eastern Mediterranean,Iraq,43.81,36.06,53.69
Eastern Mediterranean,Egypt,44.05,29.72,64.63
Africa,Chad,44.18,24.01,81.98
Africa,Burkina Faso,44.5,16.01,108.7
Africa,Mali,44.52,15.76,96.91
Eastern Mediterranean,United Arab Emirates,44.74,37.39,54
Europe,Bosnia and Herzegovina,45.06,41.88,47.96
Europe,Armenia,45.29,31.97,67.5
Africa,Cote d'Ivoire,45.74,24.59,85.62
Africa,Ghana,45.88,30.37,70.47
Europe,Armenia,46.46,32.91,67.82
Western Pacific,Mongolia,46.65,28.71,70.79
South-East Asia,Bangladesh,46.81,41.81,53.07
Western Pacific,Mongolia,47.03,35.08,64.7
Europe,Kazakhstan,47.08,31.13,67.99
Africa,Niger,48.15,20.52,97.45
Europe,North Macedonia,48.34,44.91,51.97
Africa,Mali,48.39,16.72,111.7
Europe,Kyrgyzstan,48.78,32.48,74.08
Europe,Armenia,49.34,34.8,70.48
Africa,Burkina Faso,49.45,16.38,127.2
Africa,Niger,49.57,21.25,98.71
Africa,Ghana,49.62,34.33,74.94
South-East Asia,Bangladesh,49.97,45.05,55.15
Americas,Bahamas,5.22,3.64,7.84
Western Pacific,Nauru,5.64,1.66,12.43
South-East Asia,India,50,47.27,52.55
Africa,Niger,50.11,20.58,98.63
Africa,Mauritania,50.15,19.06,111
Europe,Kyrgyzstan,50.7,34.29,75.59
South-East Asia,Bangladesh,50.87,45.89,56.2
Europe,Kazakhstan,51.07,31.82,77.36
Europe,Uzbekistan,51.22,33.23,77.44
Western Pacific,Mongolia,51.58,38.5,69.83
Western Pacific,China,51.92,45.85,59.45
Europe,Armenia,52,36.53,73.27
Africa,Cote d'Ivoire,52.09,25.84,102.5
Africa,Nigeria,52.16,35.88,70.16
Africa,Cameroon,52.33,33.89,78.04
Europe,Kyrgyzstan,52.43,37.27,75.18
South-East Asia,Democratic People's Republic of Korea,52.74,38.97,69.45
Western Pacific,China,52.9,47.01,60.29
Africa,Nigeria,52.98,35.56,69.94
Eastern Mediterranean,Pakistan,53.35,42.88,68.96
Africa,Mauritania,53.47,18.56,123.2
Europe,Kyrgyzstan,53.58,36.35,80.84
Africa,Nigeria,53.71,36.42,73.88
Africa,Ghana,53.76,38.08,81.54
Eastern Mediterranean,Bahrain,54.03,42.6,66.34
South-East Asia,Bangladesh,54.13,48.41,60.37
Africa,Chad,54.15,25.46,111.4
Africa,Nigeria,54.19,35.38,75.7
Africa,Cameroon,54.4,37.07,76.82
Eastern Mediterranean,Bahrain,54.48,48.21,61.38
Africa,Niger,54.57,24.14,110.5
Western Pacific,China,54.58,48.23,62.51
Africa,Nigeria,54.59,36.51,80.11
Eastern Mediterranean,Bahrain,54.69,48.21,60.92
South-East Asia,India,54.71,51.66,57.34
Eastern Mediterranean,Bahrain,54.72,48.44,61.16
South-East Asia,India,55.05,52.34,57.62
Europe,Uzbekistan,55.1,37.03,81.12
South-East Asia,Democratic People's Republic of Korea,55.18,40.71,72.45
Europe,Kyrgyzstan,55.25,34.68,85.02
Eastern Mediterranean,Egypt,55.29,36.25,82.96
Eastern Mediterranean,Pakistan,55.31,44.55,68.9
